nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2022;Tahun;26272;Oktober
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2022;Tahun;23972;November
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2022;Tahun;33777;Desember
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2022;Tahun;272220;<strong>TOTAL</strong>
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;1769;Januari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;1301;Februari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;1375;Maret
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;1241;April
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;2458;Mei
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;2261;Juni
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;2570;Juli
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;2622;Agustus
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;2234;September
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;2341;Oktober
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;2170;November
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;2410;Desember
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2022;Tahun;24752;<strong>TOTAL</strong>
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;84436;Januari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;71905;Februari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;91677;Maret
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;81114;April
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;134694;Mei
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;125260;Juni
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;140969;Juli
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;129332;Agustus
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;119757;September
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;134000;Oktober
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;124457;November
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;143536;Desember
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2022;Tahun;1381137;<strong>TOTAL</strong>
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;33031;Januari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;39215;Februari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;54535;Maret
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;59449;April
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;51891;Mei
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;71737;Juni
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;11296;Juli
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;9329;Agustus
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;19037;September
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;61985;Oktober
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;78554;November
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;95089;Desember
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2021;Tahun;585148;<strong>TOTAL</strong>
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;2634;Januari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;3186;Februari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;5087;Maret
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;5624;April
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;5620;Mei
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;7837;Juni
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;2960;Juli
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;3730;Agustus
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;5131;September
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;8893;Oktober
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;11471;November
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;12204;Desember
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2021;Tahun;74377;<strong>TOTAL</strong>
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;418;Januari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;272;Februari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;527;Maret
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;647;April
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;777;Mei
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;1421;Juni
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;161;Juli
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;270;Agustus
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;665;September
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;1134;Oktober
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;1178;November
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;1660;Desember
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2021;Tahun;9130;<strong>TOTAL</strong>
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;29979;Januari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;35757;Februari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;48921;Maret
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;53178;April
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;45494;Mei
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;62479;Juni
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;8175;Juli
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;5329;Agustus
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;13241;September
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;51958;Oktober
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;65905;November
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;81225;Desember
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2021;Tahun;501641;<strong>TOTAL</strong>
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;68708;Januari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;53856;Februari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;38566;Maret
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;5701;April
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;6986;Mei
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;11607;Juni
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;14622;Juli
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;21165;Agustus
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;17422;September
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;20959;Oktober
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;23010;November
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;22951;Desember
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";JUMLAH;2020;Tahun;305553;<strong>TOTAL</strong>
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;9045;Januari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;7004;Februari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;4108;Maret
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;154;April
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;0;Mei
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;0;Juni
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;99;Juli
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;2062;Agustus
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;41;September
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;151;Oktober
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;200;November
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;343;Desember
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Eksekutif;2020;Tahun;23207;<strong>TOTAL</strong>
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;5;Januari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;1;Februari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;4;Maret
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;0;April
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;0;Mei
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;0;Juni
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;0;Juli
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;180;Agustus
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;0;September
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;0;Oktober
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;0;November
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;0;Desember
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Bisnis;2020;Tahun;190;<strong>TOTAL</strong>
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;59658;Januari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;46851;Februari
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;34454;Maret
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;5547;April
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;6986;Mei
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;11607;Juni
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;14523;Juli
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;18923;Agustus
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;17381;September
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;20808;Oktober
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;22810;November
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;22608;Desember
"Jumlah Kedatangan Penumpang Bulanan Stasiun Kereta Api Kota Baru Menurut Jenis Kereta Api";Ekonomi;2020;Tahun;282156;<strong>TOTAL</strong>
